"GeographyCode","QS605EW0001","QS605EW0002","QS605EW0003","QS605EW0004","QS605EW0005","QS605EW0006","QS605EW0007","QS605EW0008","QS605EW0009","QS605EW0010","QS605EW0011","QS605EW0012","QS605EW0013","QS605EW0014","QS605EW0015","QS605EW0016","QS605EW0017","QS605EW0018","QS605EW0019","QS605EW0020","QS605EW0021","QS605EW0022","QS605EW0023","QS605EW0024","QS605EW0025","QS605EW0026","QS605EW0027","QS605EW0028"
"E00021639",103,0,0,0,0,0,0,0,0,0,0,1,0,7,19,3,16,4,3,1,9,6,4,16,9,5,0,0
"E00021640",147,0,0,3,1,0,0,0,0,0,2,0,0,3,11,9,32,5,6,1,9,12,4,29,16,7,0,0
"E00021641",162,0,0,4,0,1,0,0,2,1,0,0,0,0,27,4,22,14,15,6,21,8,6,15,12,8,0,0
"E00021642",109,0,0,1,0,1,0,0,0,0,0,1,0,1,22,4,26,3,5,0,10,8,3,9,14,2,0,0
"E00021643",97,0,0,2,1,0,0,1,0,0,0,0,0,4,21,4,11,3,12,1,9,6,4,8,6,5,1,0
"E00021644",127,0,0,11,1,2,0,1,0,2,5,0,0,3,17,7,13,9,12,1,8,6,2,20,11,7,0,0
"E00021646",162,0,0,8,0,6,0,0,0,1,1,0,1,7,21,15,26,9,5,0,9,3,6,20,20,11,0,1
"E00021648",164,0,0,2,0,0,0,1,1,0,0,0,0,3,11,5,2,22,27,6,41,4,11,12,10,8,0,0
"E00021649",161,0,0,5,2,1,0,0,0,0,2,0,0,6,33,9,19,10,6,8,16,12,5,10,15,7,0,0
"E00021650",157,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,9,13,31,1,43,8,9,9,3,12,0,0
"E00021651",181,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,4,27,74,4,31,2,1,12,6,7,0,0
"E00021652",204,0,0,8,0,1,0,1,0,2,4,0,1,3,7,4,2,26,69,4,42,6,9,9,9,4,0,1
"E00021653",190,0,0,6,2,2,0,1,0,1,0,1,0,6,33,11,50,7,10,3,7,8,4,19,14,8,0,3
"E00021654",126,0,0,3,0,2,0,0,0,0,1,0,1,3,14,7,20,3,5,2,9,11,5,18,19,5,1,0
"E00021655",74,0,0,2,1,1,0,0,0,0,0,0,0,3,10,7,15,3,4,0,3,7,2,8,4,6,0,0
"E00021656",159,0,1,1,0,1,0,0,0,0,0,0,0,8,20,2,23,16,18,7,12,7,7,14,10,13,0,0
"E00021657",164,0,1,1,0,0,0,0,0,1,0,1,0,4,3,3,3,20,51,1,31,8,8,8,7,11,0,3
"E00021658",129,0,0,5,1,0,0,2,0,0,2,0,0,1,4,1,2,18,42,3,19,3,4,10,13,4,0,0
"E00021659",135,0,0,2,0,1,0,0,0,0,1,0,0,0,13,5,15,8,15,1,28,8,5,10,13,11,0,1
"E00021660",121,0,0,1,0,0,0,0,1,0,0,0,0,3,15,5,26,5,12,1,8,8,5,8,12,12,0,0
"E00021661",232,0,1,8,1,1,1,0,0,2,3,1,0,5,33,8,28,14,36,5,45,7,8,16,11,6,0,0
"E00021662",227,0,1,7,0,4,0,0,1,0,2,0,0,15,35,12,31,14,10,5,27,12,5,25,17,11,0,0
"E00021663",100,0,0,2,0,1,0,0,0,0,1,0,0,5,12,9,14,1,5,0,8,7,7,12,13,5,0,0
"E00021665",126,0,0,2,0,2,0,0,0,0,0,0,0,10,24,8,21,3,5,0,5,11,4,16,13,4,0,0
"E00021666",268,0,0,5,0,0,0,1,2,2,0,0,0,2,30,13,35,22,53,4,27,7,15,18,15,20,1,1
"E00021667",146,1,0,6,0,5,0,0,0,0,1,0,0,2,27,8,40,4,12,3,7,9,4,11,11,1,0,0
"E00021668",245,1,0,3,0,1,0,0,0,0,2,0,2,7,24,6,21,21,50,3,35,14,7,18,17,15,0,1
"E00021669",125,0,1,4,0,3,0,0,0,0,1,0,0,4,26,4,23,6,2,1,11,6,4,12,13,8,0,0
"E00021670",117,0,0,4,1,3,0,0,0,0,0,0,1,6,21,4,19,1,10,2,5,4,5,14,12,9,0,0
"E00021671",105,0,0,6,0,5,0,0,0,0,1,0,1,5,24,3,14,6,6,0,7,7,8,10,8,0,0,0
"E00021672",190,0,0,2,0,1,0,1,0,0,0,0,0,2,24,5,19,22,21,4,45,4,6,12,11,12,0,1
"E00021673",128,0,0,4,0,3,0,0,0,0,1,0,1,5,23,6,7,5,24,3,8,10,3,12,11,6,0,0
"E00021674",217,1,0,8,1,1,0,1,0,1,4,0,0,2,28,10,19,15,29,2,38,7,5,11,20,22,0,0
"E00021675",161,0,0,4,0,2,0,1,0,0,1,0,3,2,40,4,30,8,5,2,11,11,9,16,10,3,0,3
"E00021676",231,0,0,4,0,0,0,2,0,1,1,0,0,9,15,1,7,16,81,2,50,10,5,12,6,13,0,0
"E00021677",147,1,0,3,1,1,0,0,0,0,1,0,0,2,20,4,13,13,3,3,21,10,3,15,16,20,0,0
"E00021678",233,0,0,5,0,1,0,1,0,2,1,0,0,3,28,4,21,25,17,3,41,17,13,18,17,21,0,0
"E00021679",87,0,0,3,0,0,0,0,0,0,3,1,0,2,17,4,6,12,7,2,11,1,1,1,9,10,0,0
"E00021680",283,0,0,4,0,2,0,1,1,0,0,0,0,2,27,8,27,23,51,4,57,8,18,23,11,19,0,1
"E00021681",191,0,0,4,0,2,0,0,1,0,1,0,0,1,17,2,10,18,59,3,42,8,4,4,6,13,0,0
"E00021682",211,0,0,8,1,4,0,0,1,0,2,1,1,3,32,13,31,10,13,2,34,12,3,18,15,15,0,0
"E00021683",192,0,0,8,0,7,0,0,0,0,1,0,1,4,36,6,43,10,13,3,12,7,7,15,19,8,0,0
"E00021685",286,0,1,5,1,4,0,0,0,0,0,1,1,1,31,5,28,28,46,3,52,14,11,21,14,23,0,1
"E00021686",244,0,0,6,1,2,0,0,0,0,3,1,0,6,21,5,14,18,50,3,46,13,7,24,10,18,1,1
"E00021687",296,0,0,7,0,3,0,1,0,0,3,0,0,4,29,8,26,25,64,1,59,9,18,19,16,11,0,0
"E00021688",183,1,0,3,0,1,0,0,0,0,2,0,0,4,29,9,13,22,17,5,22,12,4,13,7,22,0,0
"E00021689",241,0,0,3,0,0,0,2,0,0,1,1,0,3,11,1,15,34,62,2,63,9,7,10,7,12,1,0
"E00021690",275,0,0,9,1,4,0,1,0,2,1,2,0,3,29,7,28,27,49,6,56,11,9,13,12,14,0,0
"E00021691",146,0,0,1,0,0,0,0,0,1,0,0,0,5,15,3,21,7,16,2,20,8,5,13,15,15,0,0
"E00021692",202,0,0,6,3,0,0,0,0,2,1,1,1,6,14,1,8,19,80,4,34,6,2,8,9,3,0,0
"E00021693",258,0,0,7,2,2,0,0,1,2,0,0,0,2,16,8,23,41,36,2,57,8,7,15,17,19,0,0
"E00021694",198,0,0,6,0,6,0,0,0,0,0,0,0,3,32,10,32,12,12,3,36,9,5,13,15,10,0,0
"E00021695",233,0,1,5,0,4,0,1,0,0,0,0,0,1,18,7,9,29,41,0,63,8,12,12,12,15,0,0
"E00021696",252,0,2,2,0,0,0,0,0,0,2,0,0,5,24,9,20,22,26,3,55,14,12,26,17,15,0,0
"E00021697",149,0,1,0,0,0,0,0,0,0,0,0,0,6,28,8,18,10,6,0,24,8,5,16,12,7,0,0
"E00021698",204,0,0,8,0,3,0,0,0,1,4,1,0,4,18,2,7,25,24,1,42,8,8,19,16,21,0,0
"E00021699",174,0,1,2,0,1,0,0,0,0,1,1,0,7,17,8,13,19,12,3,30,12,8,14,13,14,0,0
"E00021700",306,0,1,7,2,2,0,0,0,1,2,0,1,8,20,7,19,33,49,5,67,18,7,22,18,23,1,0
"E00021701",277,0,0,12,3,4,0,1,1,0,3,0,0,3,34,8,18,27,25,4,67,18,7,16,19,19,0,0
"E00021702",115,0,1,3,0,0,0,1,1,0,1,0,1,3,20,8,13,9,7,1,19,3,3,11,8,5,0,0
"E00021703",144,0,0,4,0,0,0,2,0,0,2,1,0,4,17,8,12,10,13,1,32,1,4,15,9,11,1,1
"E00021704",190,0,1,5,1,1,0,0,1,1,1,0,0,2,19,6,19,22,23,4,31,8,2,16,17,15,0,0
"E00021705",205,0,0,6,1,2,0,0,0,1,2,0,0,7,20,7,15,16,22,2,32,14,7,24,18,15,0,0
"E00021706",135,0,0,9,3,2,0,2,1,0,1,0,0,2,26,8,12,7,8,0,16,11,4,14,11,6,1,0
"E00021707",178,0,0,10,0,0,0,1,2,0,7,0,1,2,31,4,9,22,14,3,31,9,3,17,13,9,0,0
"E00021708",149,0,0,5,0,0,0,0,0,0,5,0,0,4,23,3,9,21,4,3,27,8,2,13,12,15,0,0
"E00021709",150,0,0,2,0,1,0,0,0,0,1,0,0,2,36,6,19,7,12,2,22,6,4,9,12,11,0,0
"E00021710",130,0,0,2,1,0,0,0,0,0,1,0,0,2,14,8,22,7,5,3,16,4,4,19,14,8,2,0
"E00021711",265,0,0,9,3,2,0,2,1,0,1,0,0,3,36,4,30,25,31,2,44,12,7,27,16,18,0,1
"E00021712",202,0,0,5,0,1,0,0,1,0,3,1,0,5,28,4,9,28,18,2,40,6,8,16,11,21,0,0
"E00021713",109,0,0,1,0,0,0,0,0,0,1,0,0,3,13,4,20,12,3,3,10,8,4,11,6,11,0,0
"E00021714",100,0,0,4,1,3,0,0,0,0,0,0,0,4,13,5,10,5,6,2,8,5,9,11,8,10,0,0
"E00021715",149,0,0,4,1,1,0,0,0,2,0,0,0,3,17,5,14,18,7,1,25,6,5,17,12,15,0,0
"E00021716",108,0,1,5,0,4,0,0,0,0,1,0,1,2,13,7,12,4,14,3,15,3,7,8,8,5,0,0
"E00021717",114,0,0,2,1,0,0,0,0,0,1,1,0,7,19,8,5,7,6,0,19,7,5,5,9,14,0,0
"E00021718",230,0,0,11,1,5,0,0,0,2,3,1,0,9,27,3,15,18,17,0,51,6,5,23,20,24,0,0
"E00021719",72,0,0,3,0,2,0,0,0,0,1,0,0,0,14,2,4,7,6,2,11,2,5,4,6,6,0,0
"E00021722",204,0,0,2,0,0,0,0,0,0,2,0,0,6,49,9,14,9,4,1,30,5,5,27,18,24,0,1
"E00021723",137,0,0,5,0,3,0,0,0,2,0,0,0,5,14,0,14,16,16,4,23,2,3,18,8,9,0,0
"E00021724",178,0,0,5,0,1,0,1,0,0,3,3,0,6,21,6,11,23,10,2,46,2,2,9,10,21,0,1
"E00021725",146,0,0,6,0,1,0,0,0,1,4,1,0,7,9,0,4,18,11,1,43,3,7,13,10,13,0,0
"E00021726",92,0,0,2,0,1,0,0,0,1,0,0,1,6,6,5,9,5,8,0,11,7,10,9,8,5,0,0
"E00021727",84,0,0,3,1,0,0,1,1,0,0,0,2,3,6,4,10,3,2,3,6,7,5,10,17,3,0,0
"E00021728",97,0,0,2,0,1,0,0,0,0,1,0,0,3,6,4,6,11,16,1,12,5,6,6,10,9,0,0
"E00021729",82,0,0,4,0,3,0,0,0,0,1,0,1,3,11,4,14,7,3,2,11,4,2,5,5,6,0,0
"E00021730",154,0,0,4,1,0,0,0,0,0,3,0,0,5,20,5,28,12,3,3,22,6,8,12,19,7,0,0
"E00021731",158,0,0,6,2,1,0,1,1,0,1,0,1,4,22,5,14,14,12,4,24,7,9,15,11,10,0,0
"E00021732",142,0,0,2,0,0,0,1,0,1,0,0,0,2,23,2,14,18,8,2,26,5,5,9,7,19,0,0
"E00021733",332,1,1,3,0,2,0,1,0,0,0,0,0,4,28,12,23,17,32,3,37,14,18,20,100,19,0,0
"E00021734",191,0,0,2,1,0,0,1,0,0,0,0,0,2,26,13,31,9,11,5,16,2,13,27,30,4,0,0
"E00021735",158,0,0,4,2,2,0,0,0,0,0,0,0,5,25,4,26,4,16,2,17,15,3,21,13,3,0,0
"E00021736",158,0,0,2,0,1,0,0,0,0,1,1,1,6,24,12,32,3,8,3,9,15,8,15,8,10,0,1
"E00021737",129,0,0,3,0,1,0,0,0,2,0,0,0,2,17,2,16,13,12,1,19,13,7,9,8,7,0,0
"E00021738",125,0,1,2,0,0,0,0,0,2,0,0,0,2,23,5,16,3,7,6,15,8,4,10,15,8,0,0
"E00021739",176,0,0,2,0,2,0,0,0,0,0,0,0,4,22,1,28,24,20,3,38,7,2,10,6,9,0,0
"E00021740",169,0,1,7,1,1,0,1,1,1,2,1,0,3,15,7,23,6,12,4,13,14,11,16,28,7,0,1
"E00021741",196,0,1,2,0,0,0,0,0,1,1,0,0,0,7,3,8,16,77,0,50,10,3,5,6,7,0,1
"E00021742",252,0,0,4,0,1,0,0,1,0,2,0,0,3,29,9,32,20,29,0,42,13,4,18,28,20,0,1
"E00021743",136,0,0,3,0,1,0,0,0,1,1,0,0,6,24,5,25,8,9,1,18,5,6,8,8,10,0,0
"E00021744",368,1,1,2,0,0,0,0,0,0,2,2,0,5,28,11,15,35,125,7,72,12,14,17,11,10,0,0
"E00021745",89,0,0,3,0,3,0,0,0,0,0,0,0,2,11,3,18,4,6,2,6,11,2,7,8,6,0,0
"E00021746",193,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,9,27,46,5,39,5,5,12,20,7,0,0
"E00021748",274,0,0,6,0,2,0,0,0,0,4,0,0,5,43,11,31,22,37,6,40,10,5,23,20,12,2,1
"E00021750",139,0,0,3,0,3,0,0,0,0,0,0,0,2,25,8,31,5,10,4,7,6,7,18,9,4,0,0
"E00021752",149,0,0,2,1,0,0,1,0,0,0,0,0,2,19,10,19,11,17,1,20,7,5,18,14,4,0,0
"E00021753",96,1,0,2,0,0,0,1,0,0,1,0,0,6,18,7,10,2,5,1,10,2,4,7,13,6,1,1
"E00021754",68,0,0,1,0,0,0,0,1,0,0,0,0,3,7,1,10,8,5,0,5,5,2,12,5,4,0,0
"E00021755",193,0,0,3,0,0,0,3,0,0,0,0,2,6,37,5,11,18,26,4,23,10,9,20,11,8,0,0
"E00021756",119,0,0,0,0,0,0,0,0,0,0,0,1,4,7,2,18,13,14,0,14,12,3,10,12,9,0,0
"E00021757",83,0,0,3,0,1,0,0,0,0,2,0,0,3,13,2,13,7,2,1,7,7,2,9,11,3,0,0
"E00021758",157,0,0,6,1,2,0,0,0,0,3,1,1,4,21,6,15,18,9,2,21,7,6,12,17,11,0,0
"E00021759",138,0,0,2,0,1,0,0,0,1,0,1,0,4,31,10,24,3,6,2,7,6,6,15,17,4,0,0
"E00021760",111,0,0,5,0,3,0,0,0,0,2,2,0,0,10,9,25,4,9,0,4,5,5,18,12,3,0,0
"E00021761",136,0,0,4,0,0,0,0,0,2,2,0,0,4,12,3,10,13,14,2,16,3,4,6,37,8,0,0
"E00021762",140,0,0,3,1,0,0,0,0,2,0,0,0,2,23,7,23,6,12,2,13,1,5,11,21,11,0,0
"E00021763",156,0,0,3,0,1,1,0,1,0,0,1,1,1,28,9,19,12,11,4,10,5,7,17,14,14,0,0
"E00021764",243,0,0,8,4,2,0,1,0,0,1,1,1,6,20,8,24,27,10,7,38,10,9,27,28,18,0,1
"E00021766",158,0,0,5,1,2,0,0,0,0,2,0,0,4,29,2,14,13,18,3,20,8,5,19,12,6,0,0
"E00021767",120,0,0,1,0,1,0,0,0,0,0,1,0,4,7,5,10,18,13,1,22,2,7,13,9,7,0,0
"E00167078",226,0,0,2,0,0,0,0,0,0,2,1,0,5,37,3,38,12,40,2,41,6,5,13,8,13,0,0
"E00167079",175,0,0,8,2,0,0,2,0,4,0,0,0,4,7,2,9,23,48,3,39,11,3,11,2,2,0,3
"E00167080",169,0,1,3,0,0,0,0,0,0,3,0,0,7,15,4,20,17,31,1,25,8,6,11,11,9,0,0
"E00167081",183,0,0,5,0,0,0,0,1,0,4,0,0,6,13,8,13,19,35,7,25,10,2,16,14,10,0,0
"E00167082",185,0,0,3,0,3,0,0,0,0,0,0,0,9,17,10,21,11,43,1,20,12,2,10,14,12,0,0
"E00167083",144,0,0,5,1,2,0,0,0,0,2,0,1,5,19,4,20,7,15,3,18,8,6,10,14,9,0,0
"E00167084",153,0,1,3,1,0,0,0,0,1,1,1,0,12,18,7,11,16,17,1,18,4,9,15,17,3,0,0
"E00167085",132,0,0,2,0,0,0,1,0,0,1,0,0,3,12,8,13,8,18,0,23,6,11,12,7,8,0,1
"E00167086",188,0,0,4,0,1,0,1,0,1,1,0,0,8,13,3,20,14,30,2,29,13,6,12,18,16,0,0
"E00167087",219,0,0,3,0,1,0,1,0,0,1,1,0,2,10,1,6,25,82,2,47,5,3,14,13,5,0,0
"E00167088",157,0,1,4,0,0,0,0,0,1,3,0,0,2,10,4,12,15,28,3,23,5,7,12,19,12,0,0
"E00167089",115,0,0,5,0,3,0,0,0,0,2,0,0,4,12,2,10,12,5,3,25,3,5,11,9,9,0,0
"E00167090",121,0,0,2,0,1,0,0,0,0,1,0,0,3,13,0,12,7,13,4,10,7,7,18,19,5,1,0
"E00167091",203,0,1,5,0,1,0,1,2,0,1,0,0,7,19,3,17,18,24,5,34,5,13,15,22,14,1,0
"E00167092",174,0,0,3,0,0,0,1,0,0,2,0,1,6,22,8,17,11,16,4,29,8,5,16,17,10,1,0
"E00167093",133,0,0,4,1,3,0,0,0,0,0,0,0,2,9,0,6,18,21,2,36,6,4,9,11,5,0,0
"E00167094",200,0,0,6,2,1,0,0,0,0,3,0,0,4,7,3,17,24,53,0,42,8,2,13,12,8,0,1
"E00167095",133,0,0,2,1,0,0,0,0,0,1,1,1,1,18,6,21,7,10,2,18,6,6,16,4,14,0,0
"E00167096",105,0,0,1,0,0,0,0,0,0,1,0,0,1,6,1,10,11,32,1,22,10,1,5,2,2,0,0
"E00167097",163,0,2,3,0,0,0,1,1,0,1,2,0,3,10,3,7,13,44,3,32,3,6,14,10,7,0,1
"E00167098",117,0,0,2,0,0,0,2,0,0,0,0,0,2,2,4,1,4,51,4,28,7,2,3,2,5,0,0
"E00167099",92,0,0,1,0,0,0,1,0,0,0,0,0,1,8,1,6,4,31,0,24,3,1,4,5,3,0,0
"E00167100",438,0,2,9,4,2,0,0,0,1,2,2,1,6,22,3,16,38,158,3,96,24,16,21,9,12,0,0
"E00167101",205,0,1,5,0,0,0,3,0,1,1,0,0,0,10,3,6,16,86,1,48,4,6,8,7,4,0,0
"E00167102",156,0,1,2,0,2,0,0,0,0,0,0,0,1,27,9,14,11,19,1,24,12,6,7,14,8,0,0
"E00167103",179,0,2,4,0,0,1,0,0,2,1,0,0,0,2,2,4,20,75,7,38,4,3,2,11,3,0,2
"E00167104",179,0,0,1,0,0,0,0,0,0,1,0,0,1,11,2,3,22,67,3,32,5,12,10,2,8,0,0
"E00167105",142,0,0,5,0,4,0,0,0,0,1,0,0,5,20,13,14,4,10,4,6,7,5,19,21,9,0,0
"E00167106",232,0,1,4,1,1,0,1,0,1,0,0,0,5,10,5,3,25,86,4,36,10,6,11,13,11,0,2
"E00167107",136,0,0,3,1,0,0,1,0,1,0,0,1,1,6,6,4,12,51,3,20,4,5,6,7,4,0,3
"E00167108",170,0,1,4,0,0,0,0,0,1,3,0,0,10,21,7,16,10,28,5,17,12,7,19,8,5,0,0
"E00167109",152,0,0,4,2,0,1,0,0,0,1,0,0,5,9,6,9,15,50,2,29,8,5,5,4,1,0,0
"E00167110",161,0,1,6,0,1,0,0,1,2,2,0,1,6,13,1,14,24,41,2,22,5,1,4,13,7,0,0
"E00167111",218,0,0,2,0,0,0,0,0,1,1,1,0,2,15,9,6,16,79,1,46,11,3,7,9,9,0,2
"E00167112",525,1,0,5,0,1,0,0,1,1,2,0,1,9,34,5,20,58,205,1,105,14,10,18,23,14,0,2
"E00167113",169,0,0,0,0,0,0,0,0,0,0,3,0,2,17,4,18,12,45,5,19,9,4,17,13,1,0,0
"E00167114",170,0,0,7,0,1,0,0,1,1,4,0,0,8,17,10,26,9,17,3,19,11,7,12,17,5,0,2
"E00167115",407,0,0,9,2,3,0,0,0,1,3,0,0,7,19,5,21,35,153,5,64,21,13,23,24,7,0,1
"E00167116",111,0,0,2,0,0,0,0,0,0,2,0,0,7,19,7,8,6,15,2,11,10,2,13,7,2,0,0
"E00167117",92,0,1,1,1,0,0,0,0,0,0,0,0,2,2,2,0,4,38,0,16,5,2,3,8,7,1,0
"E00167118",183,1,0,4,1,0,0,1,0,2,0,0,0,5,9,5,10,14,64,1,36,8,5,7,10,4,0,0
"E00167119",170,0,0,6,2,0,0,1,0,1,2,0,0,12,21,7,8,4,43,2,23,4,8,15,6,9,0,2
"E00167120",176,0,0,4,1,0,0,0,1,0,2,0,1,7,13,5,14,11,47,3,26,10,7,12,7,8,0,1
"E00167121",194,0,1,5,0,0,0,4,0,0,1,2,0,3,7,6,0,11,110,3,26,7,3,2,3,4,0,1
"E00167122",140,0,0,1,0,0,0,0,0,0,1,2,0,1,4,0,6,12,77,0,27,3,0,0,4,2,0,1
"E00167123",145,0,0,6,2,1,0,0,1,0,2,0,0,2,15,3,15,11,14,6,23,10,9,12,13,6,0,0
"E00167124",178,0,0,2,0,0,0,0,0,1,1,0,0,4,10,2,13,6,21,4,15,11,11,25,44,10,0,0
"E00167125",118,0,1,2,0,1,0,0,0,0,1,0,0,2,6,2,1,17,39,0,21,6,2,8,6,3,0,2
"E00167126",264,0,0,4,0,0,0,1,0,1,2,1,0,1,11,2,8,47,97,5,50,7,3,7,13,8,0,0
"E00167127",174,0,0,0,0,0,0,0,0,0,0,1,0,10,10,5,10,8,64,1,32,7,7,6,8,4,0,1
"E00167128",94,0,0,1,0,0,0,0,0,0,1,1,2,8,17,7,8,1,6,3,9,5,3,5,9,8,1,0
"E00167129",392,0,0,5,1,1,0,1,1,0,1,1,0,6,21,10,20,38,151,8,54,14,15,8,10,26,1,4
"E00167130",525,0,0,10,3,2,0,0,0,3,2,1,0,7,43,18,20,34,179,17,80,26,13,26,36,14,1,0
"E00167131",48,0,0,1,0,0,1,0,0,0,0,0,0,3,9,3,4,0,7,1,6,0,2,4,5,1,1,1
"E00167132",300,0,0,5,0,0,0,0,0,3,2,0,0,5,16,2,6,34,136,3,50,12,4,4,13,10,0,0
"E00167133",92,0,0,1,0,0,0,0,0,0,1,0,1,8,8,7,7,7,18,3,9,2,4,8,6,3,0,0
"E00167134",180,0,0,2,1,0,0,0,1,0,0,0,0,4,24,4,5,21,57,5,26,6,5,6,7,5,1,2
"E00167135",196,0,1,2,0,0,0,1,0,1,0,0,1,1,9,4,1,17,82,4,36,2,4,9,13,7,0,3
"E00167136",70,0,0,0,0,0,0,0,0,0,0,0,1,6,10,3,13,2,6,1,2,5,2,8,4,7,0,0
"E00167137",172,0,0,2,0,0,0,0,1,0,1,0,0,2,4,3,1,15,79,0,33,5,6,8,12,2,0,0
"E00167138",139,0,0,2,0,0,0,1,0,1,0,0,0,1,14,0,3,26,50,3,15,6,5,4,6,4,0,0
"E00167139",208,0,1,3,0,0,0,0,0,2,1,0,0,5,5,2,3,22,90,1,39,8,7,8,3,9,0,2
"E00167140",144,0,1,4,0,0,0,0,1,1,2,0,0,3,16,3,7,11,49,1,20,6,1,10,8,4,0,0
"E00167141",250,0,1,4,0,0,0,1,0,2,1,0,1,5,16,5,17,24,82,7,37,9,11,12,16,2,0,1
"E00167142",342,0,0,6,0,1,0,0,0,3,2,0,1,5,14,5,18,26,139,5,53,7,14,15,14,17,1,2
"E00167143",150,1,0,5,1,0,0,0,1,0,3,0,1,6,20,3,18,11,11,6,27,6,4,15,7,9,0,0
"E00167144",118,0,0,2,1,0,0,0,0,1,0,0,0,2,18,5,24,2,11,3,6,7,7,15,13,3,0,0
"E00167145",146,0,0,2,0,0,0,1,0,1,0,0,1,5,7,2,7,11,63,9,17,3,4,5,2,6,0,2
"E00167146",222,0,1,3,0,0,1,0,0,2,0,0,1,7,13,3,5,25,93,0,32,6,6,12,11,4,0,0
"E00167147",101,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,10,12,20,2,6,7,7,10,11,6,0,1
"E00167148",157,0,0,2,1,1,0,0,0,0,0,1,0,2,12,3,7,14,70,0,24,7,4,0,5,4,0,2
"E00167149",108,0,0,1,0,1,0,0,0,0,0,0,0,2,5,3,5,17,37,0,17,3,4,6,6,2,0,0
"E00167150",276,0,0,4,1,1,0,0,0,1,1,0,0,9,16,8,13,28,76,4,57,11,10,11,13,15,0,1
"E00167151",317,0,1,3,0,0,0,0,1,2,0,1,1,5,18,2,10,38,127,5,56,13,6,5,8,17,0,1
"E00167152",121,1,0,0,0,0,0,0,0,0,0,0,0,1,7,3,2,13,47,2,25,4,2,6,4,3,0,1
"E00167153",115,0,0,3,0,2,1,0,0,0,0,0,0,3,17,6,8,11,27,1,10,4,2,9,7,7,0,0
"E00167154",166,0,0,1,0,0,0,0,0,0,1,1,0,2,11,3,8,20,54,5,34,6,2,8,6,4,0,1
"E00167155",224,0,0,5,4,0,0,0,1,0,0,0,0,1,20,7,15,18,61,0,48,13,3,14,5,13,0,1
"E00167156",111,0,0,4,0,1,0,0,1,1,1,0,0,4,16,9,13,5,10,1,14,10,4,5,9,7,0,0
"E00167157",272,0,0,2,0,0,0,1,0,1,0,1,0,4,13,0,2,28,130,7,45,7,5,5,13,9,0,1
"E00167158",201,0,4,1,0,0,0,1,0,0,0,0,0,6,4,3,1,12,90,0,44,9,6,6,10,2,0,3
"E00167159",165,0,0,1,0,1,0,0,0,0,0,1,0,9,6,3,8,12,68,4,34,4,3,7,1,3,0,1
"E00167160",145,0,1,1,1,0,0,0,0,0,0,1,0,4,14,8,14,7,29,3,22,4,7,15,9,6,0,0
"E00167161",99,0,0,4,1,1,0,0,1,0,1,0,1,9,7,6,24,4,5,0,6,8,1,7,9,7,0,1
"E00167162",255,0,0,4,1,0,0,1,0,1,1,0,0,6,13,6,10,33,96,2,35,11,6,10,10,6,0,7
"E00167163",205,0,0,3,0,0,0,0,0,2,1,0,1,8,12,6,26,23,46,2,31,7,6,16,10,7,0,1
"E00167164",58,0,0,1,0,0,0,0,0,0,1,0,0,3,6,1,4,5,9,0,6,3,3,5,6,5,1,0
"E00167165",202,0,1,5,0,2,0,1,1,0,1,2,1,2,8,0,7,22,71,7,35,2,12,4,11,12,0,0
"E00167166",342,0,0,8,0,0,0,1,2,4,1,0,1,8,23,3,24,35,76,5,79,23,4,23,20,7,0,3
"E00167167",226,0,1,3,2,0,0,1,0,0,0,0,0,1,26,6,14,28,43,1,58,4,4,12,11,13,1,0
"E00167168",190,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1,4,21,59,2,38,12,5,14,10,4,0,0
"E00167169",139,0,0,2,0,0,0,0,2,0,0,0,0,1,8,2,15,9,18,0,21,10,3,11,27,12,0,0
"E00167170",123,0,0,4,1,0,2,1,0,0,0,1,0,0,4,1,1,12,57,1,18,1,2,7,7,7,0,0
"E00167171",78,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,26,5,9,0,5,3,0,6,3,4,0,0
"E00167172",151,0,0,3,0,1,0,0,0,1,1,0,0,4,22,3,7,18,18,3,28,8,3,8,14,12,0,0
"E00167173",147,0,0,4,0,2,0,0,0,1,1,0,2,7,24,12,26,4,2,5,7,6,4,28,11,5,0,0
"E00167174",182,0,1,3,1,1,0,0,1,0,0,0,1,2,6,1,2,13,85,1,35,9,7,5,6,4,0,1
"E00167175",142,0,1,4,0,0,0,1,0,1,2,0,1,5,6,1,2,15,47,1,28,0,9,9,8,3,0,2
"E00167176",230,0,0,3,1,1,0,0,0,0,1,0,0,3,23,8,17,22,25,2,47,11,5,25,8,30,0,1
"E00167177",208,0,0,6,0,1,0,0,0,1,4,0,0,5,24,3,10,27,33,3,49,3,4,17,7,17,0,0
"E00167178",177,0,0,2,1,1,0,0,0,0,0,0,0,0,14,3,11,20,34,4,46,3,4,9,14,13,0,0
"E00167179",192,0,0,3,0,1,0,0,0,0,2,0,0,3,22,1,18,25,22,1,54,8,0,3,13,17,1,1
"E00167180",130,0,0,1,0,0,0,0,0,0,1,0,3,3,13,12,17,8,15,0,15,8,7,12,9,7,0,0
