"GeographyCode","QS110EW0001","QS110EW0002","QS110EW0003","QS110EW0004","QS110EW0005","QS110EW0006","QS110EW0007","QS110EW0008","QS110EW0009","QS110EW0010","QS110EW0011","QS110EW0012","QS110EW0013","QS110EW0014","QS110EW0015","QS110EW0016","QS110EW0017","QS110EW0018","QS110EW0019","QS110EW0020","QS110EW0021","QS110EW0022","QS110EW0023","QS110EW0024","QS110EW0025","QS110EW0026","QS110EW0027"
"E00021655",195,49,18,31,56,25,20,9,2,0,56,19,17,6,11,3,15,4,7,4,8,0,3,5,11,3,8
"E00021656",349,126,103,23,75,57,10,6,1,1,69,42,9,6,5,7,28,4,19,5,30,11,18,1,21,9,12
"E00021657",196,18,15,3,99,90,8,0,0,1,66,56,5,0,2,3,8,2,5,1,3,1,2,0,2,0,2
"E00021658",162,6,6,0,67,59,8,0,0,0,64,51,9,4,0,0,14,6,8,0,10,2,8,0,1,0,1
"E00021659",268,66,41,25,100,66,25,7,1,1,80,47,13,11,4,5,12,7,2,3,8,2,2,4,2,1,1
"E00021660",234,37,26,11,52,39,12,1,0,0,80,45,13,15,3,4,20,11,9,0,21,7,10,4,24,15,9
"E00021661",410,98,71,27,152,121,22,6,2,1,96,63,8,18,6,1,18,5,9,4,28,11,12,5,18,10,8
"E00021662",437,103,55,48,134,93,35,6,0,0,136,60,27,22,24,3,26,7,12,7,21,2,16,3,17,7,10
"E00021663",204,24,16,8,40,28,11,1,0,0,97,75,13,4,4,1,18,9,5,4,19,13,5,1,6,4,2
"E00021665",327,78,26,52,90,46,31,7,2,4,99,32,33,20,11,3,24,8,11,5,14,4,6,4,22,9,13
"E00021666",423,61,41,20,184,126,48,8,2,0,140,73,33,21,12,1,23,7,12,4,10,1,8,1,5,2,3
"E00021667",333,76,25,51,92,34,46,9,1,2,124,39,40,26,13,6,14,5,2,7,10,3,2,5,17,6,11
"E00021668",431,79,56,23,150,115,24,10,1,0,93,68,8,10,5,2,35,19,13,3,39,24,10,5,35,16,19
"E00021669",334,91,26,65,91,34,45,8,4,0,105,23,38,16,24,4,18,1,8,9,19,7,9,3,10,2,8
"E00021670",265,53,22,31,75,31,36,8,0,0,95,35,22,25,11,2,19,3,14,2,11,0,8,3,12,8,4
"E00021671",248,77,23,54,59,34,19,3,2,1,77,14,17,25,16,5,16,4,6,6,6,2,3,1,13,7,6
"E00021672",362,104,74,30,132,101,19,2,6,4,66,30,14,11,7,4,29,10,10,9,13,1,10,2,18,4,14
"E00021673",298,58,24,34,79,53,20,2,4,0,87,37,15,19,11,5,29,8,14,7,26,10,9,7,19,10,9
"E00021674",330,77,59,18,148,120,22,2,3,1,76,46,13,11,5,1,17,4,10,3,8,3,5,0,4,0,4
"E00021675",371,95,43,52,105,49,40,9,6,1,102,43,25,18,10,6,32,6,18,8,23,5,10,8,14,7,7
"E00021676",284,64,63,1,144,139,5,0,0,0,61,57,4,0,0,0,11,8,3,0,1,1,0,0,3,3,0
"E00021677",273,65,43,22,72,44,22,1,3,2,86,49,21,11,4,1,25,6,12,7,20,5,13,2,5,2,3
"E00021678",359,79,61,18,130,110,15,5,0,0,97,50,19,22,3,3,27,11,12,4,18,3,12,3,8,4,4
"E00021679",125,27,17,10,43,34,5,2,0,2,48,32,7,6,2,1,4,1,3,0,2,0,1,1,1,0,1
"E00021680",423,57,34,23,156,126,25,3,1,1,137,88,15,22,10,2,49,13,23,13,17,5,5,7,7,0,7
"E00021681",246,28,21,7,122,112,9,1,0,0,81,67,9,2,0,3,11,2,8,1,3,0,2,1,1,0,1
"E00021682",437,108,64,44,146,98,30,12,2,4,93,30,31,18,10,4,33,7,15,11,29,7,14,8,28,10,18
"E00021683",411,108,55,53,142,88,41,10,2,1,97,43,21,21,9,3,24,4,10,10,21,3,8,10,19,7,12
"E00021685",464,96,62,34,216,179,27,5,5,0,100,45,24,22,6,3,20,2,13,5,20,6,9,5,12,4,8
"E00021686",297,61,43,18,108,98,9,1,0,0,100,67,17,5,8,3,24,8,13,3,2,0,1,1,2,0,2
"E00021687",399,60,49,11,229,196,22,10,0,1,59,41,9,2,4,3,19,9,6,4,17,8,6,3,15,5,10
"E00021688",332,96,52,44,119,94,14,3,7,1,81,43,16,9,9,4,19,3,8,8,10,3,5,2,7,0,7
"E00021689",265,53,53,0,149,147,2,0,0,0,49,46,2,1,0,0,7,3,3,1,7,2,5,0,0,0,0
"E00021690",406,83,66,17,177,160,10,7,0,0,97,73,11,5,3,5,22,9,7,6,17,8,8,1,10,5,5
"E00021691",258,67,53,14,75,59,14,2,0,0,66,36,7,17,6,0,16,9,5,2,19,10,7,2,15,11,4
"E00021692",259,36,34,2,107,101,4,1,1,0,84,72,8,0,2,2,16,8,8,0,11,6,5,0,5,2,3
"E00021693",368,57,38,19,182,143,28,8,3,0,98,67,12,8,8,3,17,4,8,5,9,4,3,2,5,1,4
"E00021694",354,90,55,35,110,76,24,5,2,3,106,47,22,25,10,2,21,8,5,8,15,5,7,3,12,6,6
"E00021695",330,53,40,13,159,141,13,2,2,1,82,55,15,9,2,1,15,4,7,4,11,2,4,5,10,2,8
"E00021696",431,92,43,49,185,146,23,7,5,4,106,65,25,7,7,2,32,4,13,15,11,3,3,5,5,1,4
"E00021697",247,46,29,17,71,58,7,5,1,0,94,58,7,17,6,6,21,8,13,0,8,3,5,0,7,4,3
"E00021698",296,33,24,9,78,66,11,0,0,1,107,67,22,10,4,4,26,11,13,2,27,13,14,0,25,15,10
"E00021699",315,52,29,23,98,72,18,4,2,2,105,63,23,8,6,5,21,7,10,4,21,10,6,5,18,12,6
"E00021700",445,70,57,13,187,170,10,6,1,0,125,83,20,13,9,0,31,8,16,7,19,2,17,0,13,9,4
"E00021701",391,61,41,20,174,146,14,12,1,1,93,58,16,9,8,2,24,8,11,5,16,1,13,2,23,5,18
"E00021702",257,47,24,23,75,44,15,11,2,3,77,36,12,21,6,2,22,9,9,4,18,6,11,1,18,8,10
"E00021703",256,39,27,12,90,69,13,8,0,0,81,52,13,11,4,1,12,3,8,1,20,3,11,6,14,3,11
"E00021704",293,45,31,14,133,104,23,6,0,0,73,33,19,15,3,3,17,7,8,2,12,11,0,1,13,8,5
"E00021705",345,60,44,16,134,99,24,8,1,2,101,57,15,18,8,3,21,2,16,3,14,2,9,3,15,6,9
"E00021706",271,75,46,29,85,59,12,2,8,4,61,23,14,12,10,2,23,8,8,7,14,5,3,6,13,3,10
"E00021707",291,64,39,25,104,86,15,2,1,0,101,46,25,17,11,2,12,5,5,2,6,4,1,1,4,0,4
"E00021708",267,48,36,12,77,68,4,4,1,0,72,48,7,5,10,2,30,6,18,6,15,8,5,2,25,10,15
"E00021709",262,59,41,18,85,61,18,4,1,1,80,47,17,10,6,0,12,1,9,2,10,2,5,3,16,9,7
"E00021710",252,45,25,20,77,48,22,3,4,0,66,35,16,6,8,1,29,10,15,4,17,5,10,2,18,10,8
"E00021711",397,117,96,21,175,148,18,8,1,0,79,47,12,19,1,0,11,6,1,4,5,3,0,2,10,3,7
"E00021712",287,53,43,10,115,112,2,0,0,1,63,55,4,4,0,0,26,16,8,2,20,10,8,2,10,7,3
"E00021713",206,64,38,26,61,36,18,5,1,1,54,19,15,10,7,3,18,5,10,3,7,3,1,3,2,1,1
"E00021714",187,37,16,21,47,36,4,4,3,0,76,57,7,3,6,3,16,7,6,3,6,1,4,1,5,2,3
"E00021715",273,76,51,25,102,75,21,5,1,0,70,36,18,9,6,1,17,10,4,3,5,1,3,1,3,1,2
"E00021716",258,18,12,6,41,33,8,0,0,0,52,44,2,4,2,0,57,32,23,2,36,17,18,1,54,31,23
"E00021717",214,34,21,13,77,63,9,3,2,0,62,40,14,6,1,1,22,8,8,6,12,3,6,3,7,2,5
"E00021718",317,61,44,17,141,123,16,2,0,0,90,56,10,13,7,4,12,5,4,3,10,3,5,2,3,0,3
"E00021719",129,26,15,11,54,36,13,2,1,2,32,14,7,5,3,3,10,3,4,3,3,0,1,2,4,0,4
"E00021722",296,90,78,12,74,55,14,4,1,0,104,73,7,8,13,3,21,11,9,1,6,2,4,0,1,0,1
"E00021723",209,45,24,21,75,57,17,0,0,1,71,37,20,6,4,4,8,5,1,2,1,0,1,0,9,3,6
"E00021724",223,24,18,6,75,69,6,0,0,0,92,58,11,15,5,3,19,6,10,3,5,2,3,0,8,3,5
"E00021725",207,16,15,1,73,66,6,1,0,0,62,41,12,7,2,0,24,7,17,0,17,12,5,0,15,10,5
"E00021726",182,23,10,13,61,26,23,8,4,0,68,29,11,14,10,4,11,8,3,0,4,4,0,0,15,9,6
"E00021727",180,28,14,14,60,30,20,8,0,2,56,28,9,8,7,4,13,7,4,2,11,5,5,1,12,4,8
"E00021728",202,31,25,6,66,51,12,3,0,0,59,35,10,9,4,1,16,3,13,0,8,4,3,1,22,11,11
"E00021729",153,33,26,7,47,37,6,2,1,1,45,31,6,6,2,0,10,3,5,2,11,7,3,1,7,2,5
"E00021730",289,35,23,12,95,59,28,6,2,0,104,59,25,9,10,1,23,9,11,3,16,6,6,4,16,5,11
"E00021731",286,57,37,20,97,65,28,4,0,0,91,48,14,16,10,3,13,4,9,0,10,3,6,1,18,5,13
"E00021732",213,28,14,14,89,75,12,2,0,0,65,31,20,8,4,2,11,1,9,1,12,2,10,0,8,4,4
"E00021733",463,65,42,23,184,136,41,5,1,1,158,121,20,6,7,4,18,5,7,6,27,4,12,11,11,4,7
"E00021734",454,93,35,58,162,85,55,12,3,7,114,47,21,25,13,8,25,4,10,11,32,13,12,7,28,14,14
"E00021735",354,81,40,41,126,65,46,14,0,1,90,48,23,15,3,1,27,6,11,10,18,1,7,10,12,1,11
"E00021736",364,93,36,57,89,46,34,6,2,1,114,36,24,31,17,6,28,4,16,8,20,3,8,9,20,9,11
"E00021737",225,49,33,16,90,68,18,3,1,0,67,39,13,9,6,0,5,1,2,2,9,4,3,2,5,3,2
"E00021738",262,71,22,49,66,41,17,5,0,3,84,41,14,20,6,3,15,4,5,6,18,5,8,5,8,0,8
"E00021739",255,90,85,5,111,100,11,0,0,0,39,29,7,3,0,0,12,5,6,1,2,0,1,1,1,1,0
"E00021740",302,43,30,13,99,61,32,6,0,0,117,73,22,20,2,0,13,6,4,3,12,3,9,0,18,11,7
"E00021741",222,46,45,1,133,133,0,0,0,0,42,38,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1
"E00021742",434,116,93,23,164,128,24,12,0,0,129,78,29,13,9,0,8,0,5,3,12,1,6,5,5,3,2
"E00021743",272,59,47,12,104,90,8,5,1,0,73,45,11,15,2,0,13,3,8,2,12,4,8,0,11,5,6
"E00021744",527,148,124,24,238,217,16,0,4,1,106,77,13,5,10,1,17,10,6,1,12,1,8,3,6,1,5
"E00021745",183,39,14,25,48,30,10,7,1,0,48,22,9,6,9,2,16,9,5,2,11,8,3,0,21,9,12
"E00021746",222,37,36,1,124,115,8,0,0,1,53,45,6,0,0,2,6,1,5,0,2,1,1,0,0,0,0
"E00021748",459,117,80,37,182,128,41,5,8,0,92,58,17,4,10,3,32,8,10,14,21,5,8,8,15,4,11
"E00021750",317,85,38,47,95,41,39,12,3,0,87,18,34,22,9,4,14,1,8,5,16,5,5,6,20,3,17
"E00021752",340,107,70,37,87,57,20,6,1,3,80,31,25,14,8,2,28,10,9,9,26,7,14,5,12,4,8
"E00021753",203,31,9,22,55,28,23,2,1,1,73,32,23,10,7,1,22,14,7,1,11,6,3,2,11,8,3
"E00021754",162,28,20,8,50,33,13,4,0,0,29,15,6,2,6,0,16,5,10,1,11,3,8,0,28,19,9
"E00021755",304,72,46,26,124,107,13,1,0,3,69,32,14,11,9,3,22,8,8,6,12,5,6,1,5,2,3
"E00021756",188,34,25,9,59,49,5,3,2,0,67,42,10,7,6,2,13,4,8,1,7,1,6,0,8,7,1
"E00021757",192,46,18,28,44,24,15,1,2,2,70,34,17,7,6,6,14,2,7,5,9,2,6,1,9,5,4
"E00021758",277,53,34,19,110,83,24,1,1,1,77,46,17,6,8,0,13,4,6,3,11,3,7,1,13,7,6
"E00021759",270,58,22,36,90,51,31,6,2,0,79,29,20,21,8,1,13,3,3,7,16,1,11,4,14,8,6
"E00021760",238,48,21,27,72,41,24,6,1,0,86,38,16,17,13,2,16,6,7,3,12,2,8,2,4,0,4
"E00021761",182,27,21,6,74,55,18,1,0,0,70,46,13,6,4,1,4,1,3,0,3,3,0,0,4,2,2
"E00021762",240,62,38,24,78,57,15,4,1,1,68,35,21,8,4,0,10,2,2,6,16,5,7,4,6,4,2
"E00021763",304,68,43,25,101,50,42,3,4,2,68,25,25,7,6,5,30,7,19,4,17,5,10,2,20,14,6
"E00021764",384,123,78,45,131,91,28,5,5,2,88,40,15,21,6,6,16,0,8,8,17,0,7,10,9,0,9
"E00021766",333,92,40,52,112,77,21,10,3,1,73,33,6,18,15,1,23,4,9,10,17,1,9,7,16,1,15
"E00021767",194,27,23,4,69,60,8,1,0,0,63,43,14,5,1,0,17,11,1,5,8,5,3,0,10,5,5
"E00167078",240,50,38,12,119,111,8,0,0,0,54,33,10,4,3,4,8,2,3,3,7,4,3,0,2,1,1
"E00167079",208,33,31,2,120,106,8,3,3,0,45,33,9,1,1,1,10,5,4,1,0,0,0,0,0,0,0
"E00167080",269,46,16,30,114,56,48,6,3,1,75,29,16,19,9,2,20,7,11,2,11,4,5,2,3,3,0
"E00167081",239,39,32,7,104,76,20,8,0,0,67,45,8,11,3,0,15,7,7,1,11,4,5,2,3,1,2
"E00167082",280,93,80,13,123,103,19,1,0,0,51,39,6,4,2,0,11,5,6,0,1,0,1,0,1,0,1
"E00167083",256,69,42,27,85,68,13,4,0,0,67,23,24,11,4,5,19,6,10,3,8,2,2,4,8,0,8
"E00167084",192,47,40,7,88,67,16,5,0,0,54,33,12,5,3,1,1,0,0,1,1,0,1,0,1,1,0
"E00167085",224,48,28,20,70,60,4,5,1,0,70,43,7,10,10,0,18,5,12,1,10,1,8,1,8,6,2
"E00167086",293,62,39,23,109,87,10,7,5,0,100,57,12,23,7,1,12,5,6,1,5,1,1,3,5,4,1
"E00167087",256,24,10,14,163,152,7,4,0,0,60,40,13,4,3,0,7,3,2,2,2,0,1,1,0,0,0
"E00167088",197,48,37,11,95,91,4,0,0,0,51,41,3,1,5,1,1,0,1,0,2,0,0,2,0,0,0
"E00167089",164,29,29,0,68,66,1,1,0,0,31,27,3,0,1,0,12,5,6,1,12,9,3,0,12,9,3
"E00167090",155,21,15,6,94,70,20,3,1,0,38,28,6,1,2,1,2,0,2,0,0,0,0,0,0,0,0
"E00167091",270,58,48,10,152,130,18,3,1,0,44,32,10,0,2,0,9,2,5,2,2,0,2,0,5,1,4
"E00167092",249,74,59,15,104,90,11,2,0,1,58,32,9,12,1,4,9,1,6,2,2,1,1,0,2,2,0
"E00167093",163,28,21,7,98,91,5,2,0,0,34,18,9,5,2,0,3,2,1,0,0,0,0,0,0,0,0
"E00167094",251,37,35,2,140,126,10,3,1,0,46,32,10,3,1,0,8,1,7,0,9,3,3,3,11,6,5
"E00167095",255,51,38,13,89,66,13,8,1,1,54,36,9,8,0,1,25,13,9,3,20,4,15,1,16,6,10
"E00167096",131,38,38,0,72,72,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"E00167097",222,40,33,7,113,101,7,3,2,0,59,45,7,5,2,0,8,5,3,0,1,0,1,0,1,0,1
"E00167098",126,25,24,1,70,66,4,0,0,0,26,24,2,0,0,0,5,4,1,0,0,0,0,0,0,0,0
"E00167099",109,22,22,0,52,50,2,0,0,0,27,27,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0
"E00167100",509,109,109,0,323,320,3,0,0,0,61,50,7,2,2,0,13,4,9,0,2,0,2,0,1,0,1
"E00167101",245,34,32,2,135,131,3,0,1,0,60,49,7,1,3,0,13,8,4,1,3,2,1,0,0,0,0
"E00167102",246,61,54,7,112,91,17,4,0,0,53,30,8,9,4,2,15,9,5,1,4,1,2,1,1,1,0
"E00167103",199,14,14,0,123,112,11,0,0,0,59,56,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0
"E00167104",207,31,31,0,100,98,2,0,0,0,57,49,4,4,0,0,12,7,5,0,5,2,3,0,2,2,0
"E00167105",322,77,22,55,86,30,42,8,2,4,115,32,36,30,11,6,19,2,12,5,18,5,5,8,7,3,4
"E00167106",283,33,30,3,129,112,15,2,0,0,95,68,22,4,0,1,15,4,9,2,6,2,3,1,5,1,4
"E00167107",191,18,9,9,87,62,18,5,0,2,76,57,13,3,1,2,8,4,1,3,0,0,0,0,2,0,2
"E00167108",335,65,37,28,113,84,22,4,3,0,90,52,8,13,12,5,21,3,18,0,24,7,16,1,22,8,14
"E00167109",211,44,35,9,99,81,17,1,0,0,56,40,3,13,0,0,6,0,4,2,2,0,1,1,4,0,4
"E00167110",235,43,24,19,99,83,11,4,0,1,73,40,10,18,3,2,6,3,3,0,6,2,2,2,8,5,3
"E00167111",265,50,47,3,173,162,9,2,0,0,40,33,4,2,1,0,2,0,2,0,0,0,0,0,0,0,0
"E00167112",707,131,107,24,397,334,56,7,0,0,123,90,15,14,3,1,25,13,10,2,17,8,9,0,14,5,9
"E00167113",328,89,24,65,121,93,21,4,1,2,104,30,31,29,11,3,9,3,5,1,3,2,1,0,2,0,2
"E00167114",361,93,33,60,93,56,30,4,2,1,111,46,27,15,14,9,24,5,12,7,26,9,12,5,14,4,10
"E00167115",590,126,88,38,300,250,43,6,1,0,145,96,26,20,3,0,12,4,8,0,5,1,3,1,2,0,2
"E00167116",211,49,18,31,59,30,20,7,1,1,67,30,14,9,6,8,21,5,14,2,8,2,6,0,7,3,4
"E00167117",126,34,34,0,59,55,4,0,0,0,25,19,6,0,0,0,8,2,6,0,0,0,0,0,0,0,0
"E00167118",225,24,24,0,112,97,11,4,0,0,76,62,11,1,2,0,11,4,7,0,2,1,1,0,0,0,0
"E00167119",249,37,24,13,99,64,28,7,0,0,91,66,17,5,2,1,12,4,6,2,4,2,1,1,6,0,6
"E00167120",236,42,28,14,142,103,31,7,0,1,46,29,10,3,4,0,5,2,1,2,0,0,0,0,1,1,0
"E00167121",241,30,25,5,125,107,15,2,0,1,71,52,8,9,0,2,13,2,10,1,1,0,0,1,1,0,1
"E00167122",193,30,27,3,80,75,5,0,0,0,56,50,4,0,1,1,15,6,9,0,6,2,4,0,6,0,6
"E00167123",237,46,23,23,73,45,20,8,0,0,97,33,15,31,15,3,13,2,7,4,4,3,0,1,4,0,4
"E00167124",259,50,26,24,108,85,16,4,1,2,92,53,25,6,8,0,5,0,1,4,4,0,2,2,0,0,0
"E00167125",156,22,20,2,80,71,9,0,0,0,49,34,7,1,6,1,2,0,2,0,0,0,0,0,3,3,0
"E00167126",338,54,49,5,213,189,22,2,0,0,61,44,11,5,0,1,9,1,8,0,1,0,1,0,0,0,0
"E00167127",226,28,23,5,106,82,24,0,0,0,70,50,12,8,0,0,16,2,9,5,2,2,0,0,4,1,3
"E00167128",180,35,12,23,71,38,23,9,0,1,62,30,15,11,3,3,9,2,2,5,1,0,0,1,2,1,1
"E00167129",512,61,53,8,299,224,63,8,4,0,129,104,13,8,3,1,18,7,9,2,3,0,3,0,2,0,2
"E00167130",704,141,115,26,384,314,63,5,2,0,165,120,22,13,7,3,10,5,5,0,3,1,2,0,1,1,0
"E00167131",119,22,14,8,27,13,13,0,1,0,22,9,4,4,4,1,10,5,2,3,21,16,3,2,17,12,5
"E00167132",387,95,94,1,191,188,3,0,0,0,88,84,3,0,0,1,13,6,7,0,0,0,0,0,0,0,0
"E00167133",144,24,16,8,44,25,16,0,3,0,51,33,2,8,7,1,12,8,4,0,6,4,2,0,7,3,4
"E00167134",210,30,29,1,97,83,13,1,0,0,54,49,1,0,4,0,20,6,14,0,8,2,6,0,1,1,0
"E00167135",228,18,17,1,97,74,20,3,0,0,100,66,31,2,0,1,12,3,8,1,1,0,1,0,0,0,0
"E00167136",140,39,19,20,36,19,13,2,0,2,36,15,6,9,4,2,12,1,7,4,9,3,3,3,8,2,6
"E00167137",210,27,27,0,115,104,11,0,0,0,58,50,7,1,0,0,8,2,6,0,2,0,2,0,0,0,0
"E00167138",203,54,48,6,108,87,16,2,3,0,33,28,5,0,0,0,6,2,4,0,1,0,1,0,1,0,1
"E00167139",282,70,67,3,144,131,12,0,1,0,60,53,3,3,0,1,5,4,1,0,3,0,3,0,0,0,0
"E00167140",203,41,37,4,129,97,30,2,0,0,30,27,3,0,0,0,1,1,0,0,2,2,0,0,0,0,0
"E00167141",296,60,56,4,174,155,17,2,0,0,55,41,10,3,1,0,4,2,0,2,3,1,0,2,0,0,0
"E00167142",418,64,61,3,188,172,15,1,0,0,135,100,24,6,5,0,17,7,8,2,7,0,6,1,7,1,6
"E00167143",264,59,37,22,92,72,17,3,0,0,66,30,11,16,6,3,26,8,16,2,13,2,9,2,8,4,4
"E00167144",308,71,22,49,93,38,42,8,4,1,85,23,36,11,10,5,26,2,14,10,21,3,12,6,12,4,8
"E00167145",180,27,27,0,110,98,11,0,1,0,36,23,9,4,0,0,2,0,2,0,4,0,4,0,1,0,1
"E00167146",277,34,33,1,181,151,29,1,0,0,51,42,8,1,0,0,3,1,2,0,3,1,2,0,5,0,5
"E00167147",160,25,15,10,83,33,36,13,1,0,46,21,16,5,4,0,6,3,2,1,0,0,0,0,0,0,0
"E00167148",185,29,29,0,104,101,3,0,0,0,47,44,3,0,0,0,4,4,0,0,0,0,0,0,1,0,1
"E00167149",137,19,15,4,83,67,9,7,0,0,29,22,6,1,0,0,6,1,4,1,0,0,0,0,0,0,0
"E00167150",341,82,78,4,204,176,25,3,0,0,51,47,2,0,2,0,4,0,4,0,0,0,0,0,0,0,0
"E00167151",390,61,59,2,227,199,27,1,0,0,86,66,13,6,1,0,8,6,2,0,3,2,1,0,5,0,5
"E00167152",161,30,30,0,92,88,4,0,0,0,31,30,1,0,0,0,5,4,1,0,3,1,2,0,0,0,0
"E00167153",253,76,28,48,87,49,26,10,2,0,78,21,21,27,7,2,5,2,2,1,3,0,3,0,4,0,4
"E00167154",190,8,6,2,104,94,10,0,0,0,70,53,11,6,0,0,4,2,2,0,4,0,4,0,0,0,0
"E00167155",282,74,68,6,127,112,11,3,1,0,60,46,7,2,2,3,13,4,7,2,6,2,4,0,2,0,2
"E00167156",251,63,32,31,73,43,20,4,4,2,86,33,22,13,11,7,15,6,5,4,9,1,2,6,5,2,3
"E00167157",302,33,33,0,182,164,16,2,0,0,80,71,8,1,0,0,7,1,6,0,0,0,0,0,0,0,0
"E00167158",241,15,15,0,110,97,13,0,0,0,96,86,7,2,1,0,15,9,6,0,4,2,2,0,1,1,0
"E00167159",194,17,17,0,103,96,7,0,0,0,61,48,9,4,0,0,9,3,6,0,4,1,3,0,0,0,0
"E00167160",238,55,27,28,77,47,19,10,1,0,70,37,15,13,4,1,14,3,7,4,14,2,10,2,8,4,4
"E00167161",230,49,20,29,65,43,14,8,0,0,77,32,16,17,8,4,18,4,10,4,15,2,11,2,6,2,4
"E00167162",305,29,26,3,172,148,22,2,0,0,94,77,14,1,2,0,7,3,3,1,2,0,2,0,1,0,1
"E00167163",246,49,43,6,136,127,8,1,0,0,54,45,3,3,3,0,5,3,1,1,1,1,0,0,1,0,1
"E00167164",85,10,7,3,35,22,12,1,0,0,35,18,10,5,2,0,3,2,0,1,0,0,0,0,2,2,0
"E00167165",225,29,29,0,116,113,3,0,0,0,68,65,3,0,0,0,7,0,7,0,3,1,2,0,2,1,1
"E00167166",432,144,137,7,246,228,15,2,1,0,35,23,6,3,3,0,3,0,2,1,3,0,2,1,1,1,0
"E00167167",264,57,57,0,158,156,1,1,0,0,41,39,2,0,0,0,4,2,1,1,1,0,1,0,3,0,3
"E00167168",246,60,52,8,129,117,10,2,0,0,49,33,7,6,3,0,4,1,3,0,4,1,3,0,0,0,0
"E00167169",226,38,21,17,80,65,9,6,0,0,87,56,14,10,3,4,15,8,3,4,4,1,2,1,2,0,2
"E00167170",149,11,8,3,70,57,10,3,0,0,51,33,17,1,0,0,13,6,7,0,4,1,3,0,0,0,0
"E00167171",152,33,15,18,57,37,14,5,1,0,40,8,18,7,7,0,10,3,3,4,6,3,3,0,6,3,3
"E00167172",167,27,26,1,90,86,4,0,0,0,45,40,2,3,0,0,4,4,0,0,0,0,0,0,1,1,0
"E00167173",363,93,23,70,87,35,32,10,5,5,121,48,24,18,19,12,32,10,10,12,21,3,7,11,9,3,6
"E00167174",221,17,13,4,102,90,12,0,0,0,83,68,14,0,1,0,16,4,10,2,2,0,1,1,1,0,1
"E00167175",193,9,8,1,52,48,4,0,0,0,78,55,19,4,0,0,25,17,7,1,21,11,10,0,8,2,6
"E00167176",305,46,41,5,163,155,6,1,0,1,84,67,6,8,3,0,10,5,4,1,1,1,0,0,1,1,0
"E00167177",246,40,40,0,152,140,12,0,0,0,49,36,9,4,0,0,3,0,2,1,1,0,0,1,1,1,0
"E00167178",265,37,20,17,127,103,15,6,3,0,82,55,10,11,6,0,9,1,4,4,6,1,4,1,4,0,4
"E00167179",234,69,65,4,132,126,4,1,0,1,32,30,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
"E00167180",212,47,22,25,96,55,32,4,4,1,60,21,15,7,14,3,6,5,0,1,2,0,0,2,1,0,1
"E00167181",141,47,35,12,63,48,15,0,0,0,20,12,4,0,4,0,7,1,4,2,3,1,1,1,1,0,1
"E00167182",101,13,4,9,30,17,10,3,0,0,49,23,7,12,5,2,6,0,3,3,1,1,0,0,2,1,1
"E00167183",112,11,10,1,42,33,9,0,0,0,54,31,23,0,0,0,4,2,1,1,1,0,1,0,0,0,0
"E00167184",152,27,19,8,68,48,14,3,3,0,44,34,4,2,4,0,6,2,3,1,6,0,4,2,1,1,0
"E00167185",192,37,16,21,27,17,5,1,3,1,70,39,7,17,6,1,20,6,11,3,18,6,9,3,20,11,9
"E00167186",236,62,62,0,116,116,0,0,0,0,38,29,2,4,3,0,13,7,6,0,5,1,4,0,2,2,0
"E00167187",241,62,49,13,99,82,12,5,0,0,58,35,4,13,5,1,11,3,8,0,4,1,3,0,7,5,2
"E00167188",285,32,32,0,169,159,10,0,0,0,74,57,15,0,2,0,8,4,2,2,2,0,2,0,0,0,0
"E00167189",252,75,61,14,112,103,7,2,0,0,47,31,2,4,6,4,6,1,4,1,3,0,2,1,9,3,6
"E00167190",183,41,30,11,87,80,7,0,0,0,44,26,7,11,0,0,4,3,1,0,2,1,1,0,5,3,2
"E00167191",208,33,33,0,121,113,8,0,0,0,47,44,3,0,0,0,2,1,1,0,4,1,3,0,1,0,1
"E00167192",206,43,29,14,110,98,9,2,1,0,39,27,5,4,3,0,11,1,4,6,1,1,0,0,2,0,2
"E00167193",176,28,11,17,33,22,8,3,0,0,62,30,9,7,13,3,33,11,20,2,17,5,11,1,3,2,1
"E00167194",215,41,22,19,114,94,15,5,0,0,53,28,11,8,6,0,2,1,0,1,3,0,2,1,2,1,1
"E00167195",161,25,21,4,75,64,10,1,0,0,50,33,9,6,2,0,5,4,0,1,5,0,4,1,1,1,0
"E00167196",163,40,9,31,16,8,4,3,1,0,61,31,5,14,7,4,26,8,11,7,10,5,4,1,10,4,6
"E00167197",209,30,15,15,62,50,7,3,1,1,61,31,10,14,3,3,16,7,8,1,12,8,2,2,28,25,3
"E00167198",396,77,42,35,124,80,22,19,2,1,117,47,25,23,19,3,32,5,19,8,15,3,10,2,31,14,17
"E00167199",155,18,14,4,105,104,1,0,0,0,31,21,5,3,0,2,1,1,0,0,0,0,0,0,0,0,0
"E00167200",201,29,27,2,123,108,13,1,0,1,47,41,2,1,2,1,1,0,1,0,0,0,0,0,1,0,1
"E00167201",239,34,19,15,57,22,25,9,1,0,71,35,22,8,4,2,32,12,17,3,24,13,11,0,21,8,13
